KO	FunC_1	FunC_2	FunC_3	FunC_4
K03736	1	0	1	1
K03735	1	0	1	1
K18073	1	0	1	1
K02050	1	1	0	1
K01667	1	1	1	1
K01228	1	1	0	1
K03621	1	1	1	1
K04127	1	1	1	1
K08169	1	0	1	1
K03893	1	0	1	1
K07131	1	0	1	1
K08081	1	0	1	1
K03453	1	1	1	1
K02016	1	1	1	1
K16862	1	1	0	1
K11414	1	0	0	1
K06160	1	0	1	1
K08641	1	1	1	1
K02045	1	0	1	1
K07487	1	1	1	1
K00294	1	1	0	1
K07042	1	1	1	1
K07037	1	1	0	1
K00278	1	1	1	1
K18929	1	1	1	1
K16028	1	1	0	1
K13963	1	1	0	1
K04566	1	1	0	1
K13075	1	1	1	1
K14379	1	1	0	1
K19191	1	0	0	1
K05681	1	1	0	1
K18672	1	1	0	1
K13687	1	1	1	1
K19309	1	1	0	1
K03427	1	1	1	1
K08660	1	1	0	1
K13695	1	1	1	1
K04653	1	0	1	1
K13884	1	1	0	1
K19341	1	1	1	1
K13735	1	1	1	1
K03926	1	1	1	1
K07155	1	1	0	1
K00860	1	1	1	1
K00677	1	1	1	1
K16167	1	1	1	1
K17450	1	1	0	1
K11533	1	0	0	1
K16904	1	1	1	1
K09166	1	1	1	1
K10679	1	1	1	1
K03605	1	1	1	1
K07469	1	0	0	1
K12240	1	0	0	1
K07341	1	1	1	1
K07172	1	1	1	1
K00543	1	1	1	1
K02362	1	0	1	1
K15314	1	0	1	1
K18013	1	1	1	1
K00499	1	1	1	1
K00014	1	1	1	1
K09474	1	1	0	1
K11527	1	1	1	1
K14326	1	1	0	1
K10706	1	0	0	1
K02438	1	1	1	1
K01176	1	1	0	1
K01975	1	1	1	1
K02048	1	0	1	1
K02046	1	0	1	1
K07642	1	0	1	1
K13015	1	0	0	1
K11259	1	0	0	1
K02233	1	0	1	1
K01676	1	0	1	1
K01776	1	1	1	1
K05396	1	1	1	1
K14164	1	0	1	1
K01771	1	1	1	1
K09698	1	1	1	1
K07482	1	1	1	1
K01545	1	0	0	1
K19052	1	1	1	1
K19342	1	1	1	1
K07726	1	1	1	1
K00372	1	0	1	1
K13298	1	0	0	1
K19223	1	1	1	1
K06820	1	0	0	1
K14986	1	1	1	1
K01264	1	1	1	1
K02671	1	0	1	1
K10778	1	1	1	1
K10107	1	1	1	0
K11931	1	1	1	1
K08723	1	1	0	0
K14059	1	1	1	1
K08604	1	1	1	1
K13787	1	1	0	1
K04758	1	1	1	1
K04985	1	1	0	0
K02549	1	1	0	1
K01179	1	1	0	0
K07339	1	1	1	1
K01556	1	1	1	1
K09607	1	1	1	0
K01486	1	1	1	0
K01938	1	1	0	1
K07471	1	1	0	0
K00452	1	1	1	0
K07755	1	1	0	1
K00496	1	1	1	0
K16899	1	1	1	1
K05886	1	1	1	0
K01301	1	1	1	1
K19266	1	1	1	1
K03113	1	1	1	1
K06320	1	1	1	1
K19429	1	1	1	1
K00299	1	1	1	1
K01241	1	1	1	1
K01903	1	1	1	1
K13700	1	1	1	1
K07055	1	1	0	0
K02429	1	1	0	0
K10461	1	1	0	1
K07718	1	1	1	1
K02013	1	1	1	1
K02015	1	1	1	1
K02742	1	1	0	1
K00971	1	1	0	1
K11744	1	1	1	1
K16148	1	1	0	0
K01444	1	1	1	0
K07369	1	1	1	1
K07705	1	1	0	1
K03818	1	1	0	1
K15580	1	1	1	0
K01480	1	1	1	1
K01192	1	1	0	1
K13019	1	1	1	1
K06045	1	1	1	1
K03704	1	1	1	1
K03316	1	1	1	1
K00571	1	1	1	1
K12373	1	1	0	1
K00703	1	1	1	1
K00254	1	1	1	1
K01354	1	1	1	1
K06201	1	1	0	0
K16703	1	1	1	0
K06218	1	1	1	1
K07762	1	1	0	0
K05787	1	1	1	1
K18273	1	1	0	1
K01555	1	1	1	0
K02486	1	1	0	1
K01361	1	1	1	1
K00333	1	1	0	1
K00456	1	1	1	0
K09122	1	1	0	1
K01557	1	1	1	0
K02618	1	1	1	1
K01284	1	1	1	1
K01575	1	1	0	0
K14157	1	1	0	0
K02473	1	1	1	1
K01173	1	1	1	1
K03324	1	1	1	1
K07456	1	1	1	1
K00376	1	1	1	1
K06950	1	1	1	1
K14394	1	1	1	1
K13979	1	1	1	1
K00129	1	1	1	1
K01432	1	1	1	1
K00318	1	1	0	1
K11022	1	1	1	0
K13020	1	1	0	1
K13018	1	1	1	1
K18691	1	1	1	1
K06921	1	1	1	1
K05367	1	1	1	1
K06929	1	1	1	1
K06140	1	1	1	1
K13017	1	1	0	1
K18830	1	1	0	1
K00754	1	1	0	1
K12984	1	1	1	1
K01719	1	1	1	1
K02361	1	1	0	0
K07658	1	1	1	1
K00978	1	1	1	1
K13013	1	1	1	1
K08973	1	1	1	1
K16515	1	1	0	1
K03322	1	1	1	1
K05521	1	1	1	1
K14210	1	1	0	0
K00210	1	0	1	1
K05995	1	1	1	1
K08728	1	0	0	1
K00700	1	1	1	1
K01494	1	1	1	1
K12952	1	0	0	0
K00945	1	1	1	1
K06306	1	1	0	1
K09775	1	0	0	0
K01507	1	1	1	1
K17836	1	1	0	1
K01624	1	1	1	1
K13001	1	1	0	1
K18833	1	0	0	0
K13652	1	1	0	0
K02616	1	0	1	0
K00561	1	1	0	0
K07488	1	1	1	1
K09935	1	1	1	0
K06865	1	0	0	1
K09799	1	0	1	1
K14982	1	0	0	0
K15255	1	1	1	0
K13821	1	0	1	1
K03381	1	1	0	0
K05549	1	0	1	0
K05550	1	0	1	0
K03464	1	1	0	1
K07222	1	0	0	0
K14761	1	1	1	0
K11387	1	0	0	0
K16066	1	1	0	0
K03919	1	0	1	0
K00633	1	1	1	1
K17648	1	0	0	0
K07120	1	0	0	0
K02565	1	1	1	0
K18701	1	0	0	0
K03824	1	1	1	0
K01154	1	1	1	1
K18851	1	0	0	0
K02755	1	0	0	0
K00172	1	0	1	1
K00169	1	0	1	1
K00170	1	0	1	1
K02030	1	0	1	1
K02028	1	0	1	0
K01816	1	1	1	1
K00851	1	0	1	1
K08323	1	0	0	0
K16139	1	0	0	0
K01195	1	1	1	1
K00040	1	0	0	0
K01812	1	1	0	1
K05499	1	1	1	0
K05827	1	0	0	0
K15629	1	0	0	0
K02168	1	0	1	0
K07238	1	1	0	1
K19061	1	0	0	0
K00116	1	1	0	1
K01048	1	1	1	1
K13653	1	1	0	0
K09834	1	1	0	1
K13633	1	1	1	0
K03308	1	1	1	1
K00049	1	0	0	0
K17064	1	0	0	0
K08095	1	0	0	0
K06867	1	1	1	1
K05835	1	0	1	0
K05020	1	0	0	0
K07099	1	1	0	0
K15547	1	0	1	0
K01792	1	1	1	1
K03310	1	1	1	0
K03647	1	0	0	0
K15523	1	1	0	1
K18320	1	0	0	1
K13583	1	0	0	0
K07084	1	0	1	0
K02351	1	0	0	0
K05571	1	0	0	1
K05566	1	0	0	0
K05568	1	0	0	1
K05569	1	0	0	1
K06860	1	1	1	1
K08224	1	0	1	0
K05605	1	0	1	0
K01473	1	0	0	0
K10676	1	0	1	0
K01474	1	0	0	0
K10834	1	1	1	0
K07251	1	0	0	0
K00683	1	1	0	1
K06901	1	0	1	1
K17876	1	0	0	0
K00059	1	1	1	0
K18220	1	0	0	0
K16702	1	0	0	0
K15428	1	1	1	1
K06048	1	1	1	0
K05570	1	0	1	1
K01958	1	1	1	1
K07085	1	1	1	1
K02072	1	0	1	1
K02071	1	0	1	1
K02073	1	0	1	0
K11932	1	1	1	0
K08757	1	1	1	1
K07184	1	1	1	1
K04794	1	0	0	0
K13498	1	0	0	1
K13497	1	1	0	0
K14347	1	0	1	1
K09461	1	0	1	1
K07185	1	1	0	0
K00141	1	0	0	0
K14063	1	0	1	0
K00055	1	0	0	1
K18982	1	0	0	0
K02229	1	0	0	0
K00656	1	0	1	0
K04069	1	1	1	1
K00878	1	0	1	0
K00877	1	0	0	0
K02021	1	1	1	1
K01989	1	0	1	1
K05832	1	0	0	0
K05833	1	0	0	0
K18914	1	0	0	0
K07156	1	0	1	0
K02476	1	0	0	0
K03312	1	0	1	1
K08170	1	0	0	0
K08289	1	1	1	1
K02315	1	1	1	1
K03195	1	1	1	1
K13953	1	1	1	1
K11622	1	1	1	1
K03098	1	1	1	1
K02553	1	1	1	0
K05548	1	0	1	0
K05711	1	0	0	0
K04073	1	0	0	0
K02554	1	0	1	0
K05713	1	0	1	0
K18365	1	0	1	0
K05708	1	0	1	0
K14749	1	0	1	0
K03153	1	1	1	0
K16787	1	0	0	1
K16923	1	0	0	0
K08161	1	0	0	0
K07148	1	1	1	1
K09762	1	0	0	0
K15834	1	0	0	0
K16647	1	0	0	0
K02027	1	0	0	1
K00549	1	0	1	1
K14956	1	0	0	0
K14743	1	0	0	0
K17680	1	0	1	0
K01744	1	0	1	1
K07791	1	0	0	0
K15581	1	0	1	0
K18369	1	1	0	1
K04098	1	0	0	0
K18926	1	0	0	0
K18370	1	0	0	0
K05901	1	1	0	0
K07173	1	0	0	0
K06044	1	0	0	1
K07816	1	0	1	0
K02564	1	1	0	0
K08982	1	1	1	0
K12949	1	1	0	0
K07213	1	1	1	1
K12583	1	0	1	1
K11741	1	1	1	1
K07733	1	1	1	1
K05776	1	1	0	1
K16147	1	0	0	1
K07273	1	1	1	1
K14292	1	0	0	0
K09012	1	1	0	0
K14339	1	0	0	1
K09819	1	0	1	1
K01750	1	0	1	0
K03417	1	0	1	0
K01720	1	0	0	1
K18546	1	0	0	0
K02615	1	1	1	1
K02613	1	1	1	1
K12532	1	0	0	0
K08168	1	0	0	0
K03449	1	0	1	0
K07130	1	1	0	1
K09681	1	0	1	1
K00830	1	1	1	1
K02386	1	0	1	1
K09161	1	0	0	0
K10005	1	0	1	0
K14949	1	0	1	0
K03205	1	0	1	1
K01236	1	0	0	1
K02624	1	0	1	0
K07030	1	0	1	0
K14727	1	0	1	0
K01704	1	0	0	1
K19479	1	0	0	0
K09908	1	1	1	0
K14337	1	1	0	1
K00965	1	1	0	1
K11626	1	0	1	0
K01512	1	1	1	1
K16237	1	0	0	0
K00563	1	0	1	0
K18568	1	0	0	0
K06237	1	1	0	0
K01455	1	0	0	0
K16012	1	1	1	0
K03304	1	1	1	0
K18118	1	0	1	1
K16013	1	0	0	0
K03311	1	0	1	1
K01823	1	1	0	1
K14155	1	1	1	0
K05343	1	1	0	1
K00688	1	0	1	1
K10907	1	0	1	1
K15983	1	1	1	0
K03891	1	0	0	0
K11941	1	1	1	1
K01426	1	1	1	1
K00016	1	0	0	0
K01854	1	1	0	1
K16650	1	0	0	0
K12428	1	0	1	0
K12437	1	0	0	0
K18292	1	0	1	0
K10917	1	0	1	0
K03303	1	0	0	0
K18930	1	1	1	1
K15585	1	0	0	1
K03867	1	0	0	1
K06274	1	1	0	0
K07742	1	0	0	1
K08189	1	0	1	0
K02598	1	0	0	1
K02042	1	0	1	0
K13052	1	1	1	1
K09009	1	0	0	0
K12503	1	0	0	0
K00230	1	0	1	0
K13950	1	0	0	1
K01208	1	0	0	0
K05817	1	0	1	1
K07175	1	1	1	1
K05783	1	0	1	0
K05784	1	0	1	0
K00392	1	1	0	1
K03795	1	0	1	1
K00956	1	1	1	1
K12953	1	0	1	0
K09157	1	0	0	1
K07166	1	0	0	1
K04093	1	0	0	0
K17218	1	1	1	1
K16704	1	1	0	1
K10674	1	0	1	1
K07494	1	1	1	1
K01616	1	0	0	0
K09952	1	1	1	1
K11928	1	0	1	1
K02566	1	0	1	1
K06986	1	0	0	1
K19123	1	0	1	1
K07012	1	1	1	1
K19046	1	0	1	1
K19124	1	0	0	1
K19125	1	0	0	1
K19126	1	0	0	1
K15342	1	1	1	1
K09951	1	1	1	1
K00897	1	0	0	1
K02052	1	0	1	0
K00886	1	1	0	1
K11189	1	0	1	0
K02769	1	0	0	0
K00882	1	0	0	0
K03436	1	1	0	0
K02824	1	0	0	0
K16870	1	0	1	0
K00786	1	1	1	1
K17105	1	1	0	1
K01809	1	1	1	1
K01267	1	0	0	0
K06219	1	1	1	0
K10006	1	0	1	0
K10007	1	0	1	0
K10008	1	0	0	0
K16783	1	0	1	0
K19265	1	1	1	0
K05596	1	0	1	0
K02529	1	0	1	1
K00868	1	0	0	0
K13686	1	0	0	0
K16649	1	0	0	0
K06675	1	0	0	1
K10236	1	0	0	1
K10238	1	0	0	1
K10237	1	0	0	1
K18928	1	1	1	1
K00782	1	1	1	1
K00449	1	1	1	0
K01857	1	0	0	0
K00481	1	0	1	0
K08195	1	0	0	0
K19592	1	0	1	1
K16925	1	0	0	0
K09956	1	0	0	0
K00077	1	1	1	1
K06215	1	0	0	0
K01101	1	1	0	0
K01969	1	1	1	1
K07231	1	1	0	1
K06873	1	1	0	0
K05849	1	1	1	1
K01829	1	1	1	1
K18707	1	1	0	1
K14963	1	1	0	1
K07577	1	1	1	1
K01025	1	1	0	0
K11355	1	1	1	1
K18785	1	1	0	1
K05979	1	1	1	0
K01065	1	1	0	0
K07704	1	1	0	1
K00712	1	1	0	1
K05698	1	1	0	0
K00693	1	1	0	0
K01234	1	1	1	1
K16216	1	1	1	0
K06777	1	1	0	1
K07282	1	1	1	1
K11784	1	1	0	1
K00021	1	1	1	1
K01479	1	1	0	0
K17472	1	1	0	1
K03476	1	1	1	0
K01791	1	1	1	1
K17278	1	1	0	0
K02855	1	1	1	1
K18855	1	1	0	1
K11354	1	1	0	1
K19003	1	1	1	0
K07453	1	1	1	1
K11709	1	1	0	1
K08324	1	1	0	0
K15201	1	1	1	1
K11105	1	1	1	1
K12212	1	1	1	1
K19062	1	1	0	0
K13006	1	1	1	1
K03716	1	1	1	1
K00824	1	1	1	1
K05785	1	1	1	1
K16211	1	1	1	0
K06973	1	1	0	0
K19430	1	1	0	0
K03737	1	1	1	1
K01654	1	1	1	1
K15461	1	1	1	1
K06046	1	1	0	0
K03192	1	1	1	1
K01460	1	1	1	1
K07239	1	1	1	1
K05811	1	1	0	0
K10457	1	1	1	1
K00588	1	1	1	1
K00601	1	1	0	0
K18913	1	1	0	0
K13939	1	1	0	1
K09932	1	1	1	1
K17080	1	1	1	1
K07777	1	1	0	1
K16276	1	1	1	1
K11392	1	1	0	1
K01593	1	1	0	0
K15746	1	1	0	0
K19064	1	1	1	1
K10742	1	1	1	1
K09925	1	1	0	0
K03182	1	1	1	1
K16621	1	1	0	0
K04987	1	1	0	1
K13236	1	1	0	1
K09975	1	1	1	0
K01505	1	1	1	1
K03273	1	1	1	1
K15669	1	1	1	1
K11782	1	1	0	1
K18285	1	1	0	1
K13370	1	1	1	1
K00024	1	1	0	1
K00065	1	1	1	1
K18431	1	1	0	1
K13658	1	1	0	0
K18676	1	1	0	0
K07199	1	1	0	1
K07664	1	1	1	1
K05281	1	1	0	1
K09879	1	1	1	1
K00999	1	1	0	0
K07734	1	1	1	0
K15296	1	1	0	0
K02304	1	1	0	1
K00292	1	1	1	1
K01209	1	1	0	0
K04711	1	1	0	1
K03457	1	1	0	1
K18453	1	1	1	1
K07319	1	1	1	1
K11755	1	1	1	1
K17841	1	1	0	0
K00872	1	1	1	1
K06413	1	1	0	1
K00668	1	1	0	1
K12436	1	1	0	0
K00264	1	1	1	1
K17990	1	1	1	0
K18909	1	1	1	1
K07729	1	1	1	1
K07059	1	1	0	1
K18967	1	1	1	0
K12548	1	1	1	0
K15446	1	1	1	1
K13238	1	1	1	1
K04708	1	1	1	1
K15554	1	1	1	1
K03379	1	1	1	1
K11475	1	1	1	0
K00255	1	1	1	1
K03292	1	1	1	1
K15363	1	1	0	0
K07111	1	1	1	0
K14261	1	1	0	1
K00220	1	1	1	1
K00869	1	1	0	0
K01478	1	1	0	0
K11751	1	1	1	1
K03918	1	1	0	0
K07683	1	1	0	1
K09946	1	1	1	0
K07509	1	1	1	0
K00355	1	1	1	1
K10860	1	1	1	1
K05695	1	1	0	0
K12252	1	1	0	1
K01181	1	1	0	0
K12997	1	1	1	1
K00140	1	1	1	0
K10212	1	1	0	0
K01904	1	0	0	0
K13449	1	0	1	1
K13626	1	0	1	1
K11686	1	0	0	0
K10621	1	0	1	0
K19545	1	1	0	0
K06870	1	0	0	1
K08174	1	1	0	0
K11611	1	0	0	0
K15583	1	0	0	1
K05884	1	1	0	0
K17318	1	1	1	0
K00383	1	0	1	1
K17879	1	0	1	1
K00603	1	0	0	0
K11368	1	0	0	0
K05834	1	0	1	0
K19548	1	0	0	1
K08255	1	1	0	0
K14262	1	0	1	0
K08282	1	1	1	0
K13851	1	0	0	0
K11724	1	0	0	0
K00643	1	1	0	0
K05545	1	0	0	0
K06992	1	1	1	1
K00847	1	1	1	0
K12567	1	1	0	0
K11050	1	0	0	0
K17910	1	0	0	0
K01156	1	1	1	1
K00885	1	0	0	0
K13752	1	0	0	0
K07533	1	1	1	1
K08582	1	0	0	0
K04765	1	1	1	1
K18846	1	0	0	0
K10211	1	1	0	0
K13503	1	1	0	0
K14954	1	0	1	1
K05356	1	0	0	0
K10431	1	0	0	0
K13941	1	1	0	1
K03342	1	1	1	1
K09584	1	1	1	0
K12211	1	0	1	1
K16868	1	1	1	1
K19157	1	0	1	0
K00118	1	1	0	1
K09779	1	0	0	1
K03810	1	1	0	0
K02491	1	1	1	1
K07244	1	0	0	0
K18817	1	0	0	1
K05641	1	0	0	1
K01004	1	1	0	0
K17250	1	1	1	0
K16436	1	0	1	0
K13670	1	1	0	1
K14696	1	0	0	1
K12177	1	1	0	0
K00651	1	0	0	1
K08681	1	0	0	0
K17893	1	0	0	0
K01262	1	0	0	0
K10898	1	1	0	0
K02183	1	0	0	1
K00891	1	0	1	1
K00072	1	0	0	0
K10531	1	0	0	0
K08968	1	1	0	0
K12515	1	0	0	0
K13746	1	0	0	1
K16301	1	0	0	0
K02099	1	1	1	1
K09291	1	1	0	1
K00680	1	1	1	0
K13250	1	1	0	0
K02415	1	1	1	1
K18471	1	1	0	0
K00870	1	1	1	1
K09933	1	1	1	1
K01269	1	1	0	0
K07677	1	1	1	1
K13581	1	1	1	1
K19511	1	1	0	1
K05996	1	1	0	0
K19169	1	1	1	1
K13420	1	1	0	1
K05929	1	1	0	1
K01728	1	1	1	1
K01907	1	1	1	0
K18915	1	1	0	0
K07455	1	1	0	0
K07137	1	1	1	1
K19550	1	1	0	0
K08152	1	1	0	1
K02041	1	1	1	0
K01258	1	1	0	0
K01400	1	1	0	0
K16327	1	1	0	0
K00362	1	1	1	1
K18416	1	1	1	1
K08076	1	1	1	1
K06546	1	1	0	0
K10407	1	1	0	1
K19181	1	1	0	1
K06927	1	0	1	1
K01096	1	0	1	0
K13998	1	1	1	1
K03816	1	0	1	0
K09817	1	0	1	1
K09862	1	0	1	1
K09137	1	0	1	1
K05800	1	1	1	0
K02019	1	1	1	1
K11103	1	1	1	1
K02203	1	0	1	1
K19286	1	1	1	1
K11183	1	0	1	0
K03616	1	0	1	1
K16872	1	0	1	0
K01461	1	1	1	1
K06995	1	0	1	0
K14159	1	0	1	1
K06972	1	0	1	0
K07803	1	1	1	1
K07638	1	0	1	1
K06641	1	1	1	0
K01166	1	0	1	1
K15898	1	1	1	1
K12068	1	0	1	1
K12065	1	1	1	1
K12072	1	0	1	1
K01392	1	1	1	0
K07492	1	1	1	1
K01595	1	1	1	1
K00004	1	0	1	1
K14165	1	0	1	1
K03315	1	1	1	0
K14682	1	0	1	0
K18136	1	1	1	1
K18135	1	0	1	0
K07496	1	1	1	1
K09666	1	1	1	1
K17716	1	0	1	1
K19428	1	1	1	0
K15551	1	1	1	1
K03119	1	1	1	1
K13888	1	1	1	0
K07216	1	0	1	1
K05782	1	0	1	1
K18852	1	1	1	1
K11211	1	0	1	0
K09470	1	0	1	0
K03297	1	1	1	1
K07132	1	1	1	1
K06922	1	0	1	1
K15555	1	0	1	0
K03576	1	0	1	0
K00371	1	1	1	0
K18939	1	1	1	1
K13513	1	0	1	1
K07008	1	0	1	0
K05792	1	0	1	1
K05795	1	0	1	1
K05791	1	1	1	0
K00086	1	1	1	1
K14052	1	0	1	0
K09524	1	0	1	0
K10882	1	0	1	0
K13639	1	0	1	0
K01487	1	0	1	0
K07996	1	0	1	1
K02231	1	0	1	0
K00032	1	0	1	0
K03396	1	0	1	0
K18640	1	0	1	1
K11250	1	0	1	0
K07644	1	0	1	1
K18446	1	0	1	0
K09569	1	1	1	0
K13779	1	0	1	0
K13778	1	0	1	0
K13777	1	0	1	0
K01117	1	1	1	0
K01941	1	0	1	1
K01531	1	0	1	1
K00322	1	0	1	1
K15576	1	0	1	0
K01988	1	0	1	0
K06154	1	0	1	0
K00029	1	0	1	1
K07046	1	1	1	1
K02047	1	0	1	1
K09771	1	0	1	1
K08073	1	1	1	0
K10761	1	0	1	1
K08987	1	1	1	1
K15724	1	0	1	1
K12196	1	1	1	0
K18131	1	0	0	0
K18314	1	0	0	1
K18674	1	0	0	0
K02228	1	0	0	0
K01849	1	1	0	1
K01848	1	1	0	1
K12259	1	0	0	0
K18459	1	0	1	0
K07068	1	0	1	1
K10960	1	0	1	1
K18456	1	0	1	0
K07089	1	1	1	1
K03971	1	0	0	0
K02068	1	0	0	0
K12308	1	0	0	1
K03698	1	0	0	0
K07682	1	0	0	0
K17989	1	0	0	1
K01805	1	1	0	0
K11631	1	0	0	0
K07257	1	1	0	1
K04562	1	0	1	1
K02213	1	0	0	0
K02319	1	0	0	1
K03391	1	0	0	1
K16339	1	0	1	1
K14520	1	0	0	0
K15054	1	0	1	1
K10667	1	1	0	1
K11434	1	0	1	0
K18937	1	0	0	0
K18058	1	0	0	0
K07477	1	1	0	0
K07550	1	0	1	1
K14938	1	1	1	1
K04655	1	1	1	1
K03518	1	0	1	1
K03520	1	0	1	1
K01574	1	0	1	1
K15889	1	1	1	1
K15785	1	0	0	0
K07249	1	1	0	0
K18263	1	1	0	1
K06001	1	0	1	1
K05874	1	0	1	1
K17996	1	0	0	1
K17623	1	1	1	1
K09828	1	0	0	1
K14273	1	1	0	1
K01404	1	0	0	0
K19164	1	0	1	0
K06236	1	1	0	0
K06284	1	0	0	1
K04751	1	0	1	1
K19190	1	0	0	0
K16871	1	0	0	0
K16887	1	1	1	1
K18288	1	0	1	0
K19337	1	0	1	0
K17994	1	0	0	1
K05554	1	0	1	0
K16906	1	0	0	0
K17825	1	0	0	0
K15914	1	1	0	1
K19131	1	0	0	0
K10545	1	0	0	0
K13095	1	0	0	0
K19355	1	1	0	1
K17298	1	0	0	0
K03931	1	0	0	1
K12996	1	1	1	0
K03519	1	0	1	1
K06152	1	1	1	1
K09785	1	0	0	0
K07671	1	1	1	1
K00153	1	0	0	1
K19477	1	0	1	1
K09816	1	0	1	1
K00702	1	0	1	0
K06401	1	1	0	1
K14448	1	0	1	1
K12286	1	0	1	0
K01656	1	0	0	0
K17817	1	0	0	0
K05889	1	0	0	0
K00183	1	0	1	0
K09745	1	0	0	0
K05917	1	0	1	1
K15421	1	0	0	0
K01751	1	0	0	0
K09992	1	1	1	1
K01151	1	0	0	0
K08677	1	0	0	0
K10867	1	1	0	0
K08138	1	0	0	0
K03207	1	0	1	0
K01200	1	1	1	1
K11608	1	0	0	0
K03337	1	0	0	0
K03338	1	0	0	0
K00078	1	1	0	1
K03265	1	0	0	0
K05587	1	1	1	0
K00126	1	0	1	0
K02081	1	1	0	0
K01908	1	0	1	1
K18045	1	0	1	1
K01110	1	0	0	0
K14631	1	0	1	0
K11844	1	0	0	0
K00594	1	0	0	0
K06224	1	0	0	0
K11610	1	1	1	0
K02173	1	0	1	0
K14575	1	1	1	1
K14670	1	0	0	0
K03930	1	0	0	1
K02381	1	0	0	0
K15707	1	1	0	1
K02062	1	0	1	0
K16193	1	0	1	0
K16191	1	0	1	1
K16192	1	0	0	0
K11609	1	0	0	0
K03335	1	1	0	1
K03336	1	0	0	0
K18290	1	0	1	0
K10109	1	0	0	1
K01115	1	0	0	1
K03921	1	0	0	1
K03758	1	0	0	0
K00926	1	0	0	0
K01428	1	0	1	0
K12990	1	0	1	1
K09655	1	0	0	0
K16328	1	1	0	0
K03006	1	0	1	0
K12368	1	0	1	0
K03400	1	1	0	0
K00045	1	0	0	0
K00895	1	0	0	0
K15510	1	0	0	0
K18478	1	0	0	1
K11262	1	0	0	0
K10234	1	0	0	0
K10232	1	0	0	0
K05988	1	0	0	0
K10233	1	0	0	0
K19312	1	0	0	1
K02823	1	0	0	1
K03299	1	0	0	0
K15770	1	0	0	1
K10554	1	0	1	0
K10553	1	0	1	0
K10552	1	0	1	0
K13419	1	0	0	1
K03987	1	0	0	0
K16706	1	0	0	0
K10242	1	0	0	0
K10241	1	0	0	0
K10240	1	0	0	0
K02026	1	1	0	0
K02025	1	1	0	0
K01902	1	0	0	0
K01569	1	0	0	0
K18012	1	0	0	1
K15733	1	0	0	0
K01250	1	0	0	0
K08191	1	1	1	1
K00015	1	0	1	1
K07656	1	0	0	0
K07672	1	0	0	0
K11410	1	0	0	0
K02008	1	0	0	0
K11147	1	0	0	0
K00993	1	0	0	0
K10119	1	0	0	0
K10117	1	0	1	0
K04092	1	0	1	0
K13289	1	0	0	0
K03152	1	0	1	0
K07178	1	0	1	1
K03383	1	0	0	1
K14213	1	1	1	1
K03212	1	0	0	0
K05341	1	0	0	0
K19564	1	0	0	1
K18887	1	0	0	0
K04118	1	0	1	0
K10848	1	0	0	0
K01844	1	0	0	1
K18014	1	0	0	0
K18011	1	0	0	1
K01222	1	0	0	0
K17363	1	0	1	0
K02510	1	0	0	1
K18479	1	0	0	0
K02478	1	1	0	1
K07300	1	0	1	1
K16922	1	0	1	1
K04768	1	0	0	0
K03388	1	1	1	0
K19239	1	1	0	0
K05984	1	1	1	0
K15022	1	1	1	1
K04747	1	1	1	1
K17248	1	1	1	1
K04882	1	1	0	0
K12989	1	1	1	1
K07338	1	1	0	1
K18815	1	1	1	1
K09955	1	1	0	0
K03534	1	1	0	0
K06151	1	1	1	0
K01625	1	1	1	1
K01730	1	1	0	0
K01804	1	1	0	0
K03080	1	1	0	0
K08280	1	1	0	0
K00176	1	1	0	1
K00186	1	1	0	0
K01686	1	1	0	0
K00064	1	1	0	1
K01838	1	1	0	1
K00853	1	1	0	0
K13368	1	1	0	1
K01734	1	1	0	1
K07499	1	1	0	0
K07014	1	1	0	1
K03928	1	1	1	1
K10532	1	1	0	1
K00187	1	1	0	1
K00874	1	1	1	1
K02472	1	1	0	1
K06951	1	1	0	0
K18023	1	1	1	1
K01416	1	1	0	0
K02717	1	1	0	0
K09979	1	1	0	0
K07680	1	1	0	1
K01198	1	1	0	0
K11165	1	1	1	1
K14519	1	1	0	0
K06282	1	1	1	1
K04652	1	1	1	1
K00216	1	1	0	0
K13875	1	1	0	0
K13574	1	1	0	0
K12309	1	1	0	0
K02112	1	1	1	1
K17810	1	0	1	0
K01779	1	1	1	0
K07118	1	1	0	1
K00151	1	0	0	0
K00455	1	0	0	0
K05921	1	0	0	1
K05284	1	0	0	1
K15654	1	1	0	1
K05607	1	0	0	1
K01757	1	0	1	1
K11051	1	0	0	0
K16044	1	1	1	1
K18287	1	0	0	0
K06605	1	0	0	0
K14466	1	0	0	0
K01582	1	0	1	0
K09132	1	0	0	1
K17215	1	0	0	0
K17214	1	0	0	0
K15524	1	0	0	0
K16438	1	0	0	0
K09648	1	0	0	0
K06446	1	0	1	1
K10559	1	0	0	0
K10440	1	0	0	1
K10441	1	0	0	1
K12319	1	1	1	1
K18215	1	0	0	0
K10546	1	0	0	0
K10548	1	0	0	0
K10547	1	0	0	0
K01125	1	1	0	1
K17331	1	0	0	0
K00894	1	0	0	0
K17330	1	0	0	0
K17329	1	0	0	0
K01104	1	0	0	0
K00771	1	0	0	0
K01788	1	0	0	0
K00659	1	0	0	0
K05357	1	0	0	0
K18098	1	1	1	1
K00675	1	0	1	1
K07226	1	0	1	1
K04030	1	1	0	1
K09959	1	1	1	0
K02800	1	0	0	0
K00008	1	0	0	1
